text,emotion,updated_emotion
My mom made a chocolate cake the other day and it reminded me of one I had at my 8th birthday party.,nostalgic,positive
Really tired of the person in my life continuing to repeat the same mistakes. I don't know how much more I can take of this.,furious,very negative
"I was overcharged on my water bill by 200%, and I was on a really tight budget.  It turned out there was some problem in billing on their end.",furious,very negative
Really sick of going through the same thing with a person who is in my life. It's making me quite angry when they lie to me.,furious,very negative
I went to work a few weeks ago and found out that one of my coworkers that had quit many years ago was back. I was very shocked and happy to see them. ,surprised,positive
"I recently changed jobs for a better opportunity with more pay. I'm very pleased with the new job, but I did feel bummed about leaving my former co-workers behind. We had a good time and I liked those kids.",sad,negative
My cat jumped up on the mantle and destroyed my mothers old vase. I am so distraught because that vase is over 50 years old.,devastated,very negative
On Monday the new World of Warcraft Expansion released. I was waiting for months with anticipation!,excited,very positive
I was picked to be the next contestant on the reality show survivor. I have been trying out for years!,surprised,positive
I went on what I thought was a great interview. They called me today to say I did not get the job.,disappointed,negative
My boyfriend has been talking to lots of girls lately. I am getting really irritated. ,jealous,negative
I woke up and found my AC unit broke and I had water dripping from the ceiling.,terrified,very negative
I just purchased my first new car!,excited,very positive
My friend just recently posted on Facebook about a lavish vacation he is on. I wish I made enough money to travel,jealous,negative
I have successfully passed my Linear Algebra class which i took as a summer class. I am very satisfied with my results,content,positive
My sister had a heart attack recently. She's young so I didn't even consider this as a possibility.,devastated,very negative
I felt bad when I didn't take the trash out the other night! ,ashamed,very negative
I've start a new job tomorrow. I'm feeling really good about it.,confident,very positive
I am getting a motorcycle tomorrow since I just finished my motorcycle endorsement class!  I feel really good about hitting the road!,confident,very positive
A tornado was headed for our neighborhood. I was scared and made the family stay in the basement.,afraid,very negative
My cat had to be put down last week. She was in the family for 18 years,sad,negative
"Seeing my momma dogs newborn puppy grow everyday is sooo precious! Why is everything more adorable, the tinier something is?",joyful,very positive
I am so appreciative of how tight knit me and my friends are as a group. It really helps,grateful,very positive
I  woke up this morning and found my truck had a flat tire.,disappointed,negative
I found my wallet,surprised,positive
"I haven't slept in 3 days, yet don't feel tired.",surprised,positive
I am getting ready for my mid year work review.,prepared,positive
My son's at school and my daughter's napping. I'm so relaxed.,content,positive
I know I will meet my sales quota this month.,confident,very positive
I just finished a semester of college. I can't wait to get my grades. I know they'll be good.,confident,very positive
I told my friend my deepest secret,trusting,very positive
My partner is being a big fat jerk. I really don't think I can deal with his childish crap anymore and lies.,anxious,negative
" Once, I got stuck in a traffic jam. Even though I left early, I was 30 minutes late to an appointment",lonely,negative
I was very positively surprised by the work made by a co-worker.,impressed,very positive
I am finally getting to go to the Harry Potter attraction at Universal Studios!  I love the movies and can hardly wait!,anticipating,positive
I looked through an old photo album,nostalgic,positive
I fell asleep at my friend's house and they shaved half my beard off of my face while I was sleeping. Now I look stupid and have to shave it all off! I've had one for the past 10 years. So stupid,furious,very negative
My sister threw me a surprise bridal shower. All of our relatives and friends came.,surprised,positive
My friend just bought a really nice new house that he can barely afford.  bUt I'm super happy with my humble abode,content,positive
My bag split open at a coffee shop the other day. Everything spilled out and it dropped loudly.,embarrassed,negative
My friend gave me flowers and chocolate,surprised,positive
I feel enthusiastic that I have good things coming my way.,excited,very positive
" I lost my wallet a t relatives house with $400 cash inside of it, I immediately told them of of situation and they help look me for it and and expressed sorrow for my bad luck when I returned the following day they had bout a living room suit a immediately gave a story of how they one the lottery the night before , I was very upset and could hardly hide my true feelings.",angry,very negative
My little boy got on the bus this morning. He made me so happy for him.,proud,very positive
My friend was sick the other day and I made her soup. She said it made her feel better.,caring,positive
"My husband is away on a work trip. I thought I'd like the time alone, but I miss him.",lonely,negative
One of my cowokers is always talking to me about stuff that is not related to work. I can't make progress in my work.,annoyed,negative
"I've been trying to diet forever, but at first I was suffering. Now, I've finally gotten to where I can make healthy lunches that I still want to eat, and don't feel like I'm starving all the time.",content,positive
When I found out I was betrayed...there is almost no worse feeling besides losing someone.,devastated,very negative
I am finally going to be able to afford my new piercing soon. I have been wanting it for a while.,excited,very positive
I purchased a washer/dryer combo at Lowe's and it came with dents,disappointed,negative
My friend got to meet adam scott. He is one of my favorite actors.,jealous,negative
I was flying back from Boston a couple weeks ago and there was some insane turbulence!  I had never been so scared in my life!,terrified,very negative
I walked around the mall for 2 hours with my fly down.,embarrassed,negative
"Over 20 years ago, when I was a cashier, I used to take money from the cash register and cover up my tracks. I was never caught. Sometimes I feel bad about it, other times I don't. ",guilty,very negative
I opened a corn on the cob and there were worms in it. I hate bugs.,disgusted,very negative
My daughter just got accepted into the National Junior Honor society. ,proud,very positive
"My sister in law irritates me to no end.  She lives with my mother in law and cannot take care of her kids at all.  My MIL basically raises them, feeds them, houses them, clothes them, etc.",angry,very negative
My nephew just said his first words last week.,proud,very positive
My sister graduated with a Masters degree,proud,very positive
My wife is so cranky today,annoyed,negative
"My girlfriend wants me to go to Thanksgiving at her parents this year, but I haven't even met them yet.",apprehensive,negative
My dog has to go stay at the doggie daycare for a couple of days so I can go to a wedding. Im scared that she will think I am leaving her there and never coming back and I dont want her to feel that way. ,afraid,very negative
My son is in his last year of high school. He already has decided on a college and hid degree. He is doing great!,proud,very positive
I am going to help my friend move to his new home.,caring,positive
The trash guys took only half of my trash and left a big tire too and they are supposed to take one tire per month!,surprised,positive
"I was working the other day and my supervisor comes up to me out of nowhere, calls the entire department over and just started yelling at me for about an hour.",furious,very negative
I got off work at 10am today!  Time to head to the beach.,excited,very positive
My internet company tried to deny having someone come out to fix my internet. It hasnt been working for 3 months.,angry,very negative
"I missed my purse in bus. I'm not  sure how i will go home, its late at home",afraid,very negative
My brother received 2000 points on his latest SAT test. I was not expecting it from him at all,impressed,very positive
I get mad at overtly superficial people.  They're nice to you in person but talk crap behind your back,angry,very negative
I got a new dog. My girlfriend surprised me with a puppy for my birthday.,grateful,very positive
I walked into class yesterday fully unprepared for our final exam. I knew for sure I would fail and not pass the class,terrified,very negative
I talked to my brother about our childhood the other day. It always make me happy to talk to him.,sentimental,positive
"I went to the grocery store the other day and pushed a cart into a parked car on accident, but I didn't say anything.",guilty,very negative
My friends and I had a poker tournament this past weekend. I walked in and knew I would win,confident,very positive
It pisses me off when someone interrupts me in the middle of a sentence.  Throws off my whole train of thought,angry,very negative
My little brother go in a car crash over the weekend. I was so upset,devastated,very negative
My next door neighbor just bought the truck I wanted for myself.,jealous,negative
Wednesday is halfway through the week. I am excited and ready for the weekend.,joyful,very positive
It was my 40th birthday and my coworkers threw me a party. I had no idea!,surprised,positive
I heard a loud bang outside my house last night and thought someone was trying to break in.,terrified,very negative
Man I woke up feeling great today.  And I'm just thankful for my mental and physical health in general.  I'm the best I've been in a while,grateful,very positive
I saw a kid with boogers caked on his nose at the grocery store and his parents weren't doing anything about it.,disgusted,very negative
Last weekend I went car shopping at my local BMW dealership and saw someone leaving in a brand new i8!  I want that car so bad!,jealous,negative
"When I was much younger, I fell in love deeply in love with a woman, with whom I wanted to spend the rest of my life. After three months of being with her she left. She told me she didn't love me, even though she had told me she did and even went so far as to deny she ever said she did. ",devastated,very negative
My little sister has to sleep in my room this week while we have company. I hate it because she really gets on my nerves.,annoyed,negative
I lost my cat three months ago. I found her sitting on the porch yesterday. I thought for sure I would never see her again.,surprised,positive
A friend of mine from childhood just told me he got in early on Google stock and is a multi-millionaire.,impressed,very positive
I found some photos of my father from when he was my age.,sentimental,positive
I have been travelling for three months now. I am really missing my friends and family right about now.,lonely,negative
"My neighbor killed his wife, a year ago. I would sleep during that period of time. I was shocked and afraid.",terrified,very negative
"If I'm going to be in a relationship I need girl I can depend on, not some effed up crazy damaged goods type of girl",trusting,very positive
I tried applying for college online because I need the financial aid and I don't have enough time to complete enrollment.,devastated,very negative
I am leaving for a long three month vacation next week. Its all I can think about. I am so ready to leave.,anticipating,positive
I robbed my grand parents once because of my addiction to drugs. They didn't notice but I feel bad about it.,guilty,very negative
In a way I'm scared to show love or get close in a relationship.  I mistook pity and infatuation for love and ended up being miserable.  Am I gonna let that happen again? Hell no,afraid,very negative
"When my friend was having some financial issues, I loaned her some money.",caring,positive
"I put a deposit down on a dog, but it died before I could pick it up.  I was so sad.",devastated,very negative
My brother is starting his first semester at the college I wanted to go to but could never get into. I am very happy for him. He was scared to accept the offer at first because he thought he'd hurt my feelings. I told him that was crazy!,joyful,very positive
I am living on my own now. When I get home from work I have no one to talk to,lonely,negative
My mother was just recently diagnosed with cancer. I had her move in with me so I could look after her,caring,positive
"I'm having a difficult times even doing basic tasks for myself, due to anxiety. But I'm hopeful that something good will happen for me.",anticipating,positive
I just got approval for a home loan!,surprised,positive
"I'm going on a work trip this weekend, but I hate flying. I'm really nervous about the flight.",anxious,negative
I ordered a new fishing reel. I can't wait for it to come in the mail.,anticipating,positive
My wife just celebrated her one year anniversary at her business. I am so happy she is successful,proud,very positive
When i was won the title with my football team when i was younger.,proud,very positive
I went for a job interview last friday and was told I would know by Friday of this week if I got the job. I really want this one.,hopeful,very positive
"Waiting in the line for my driving license documents to be signed by the official at DPS, I accidentally fell to the ground. It was so embarrassing",embarrassed,negative
I was invited to a party last week to a pretty shady area. I didnt know if I should go or not,apprehensive,negative
My friends threw me a secret birthday party. I was shocked to see my friends did something like that for me.,surprised,positive
I am working on getting into grad school. It is making me get all my paperwork together.,prepared,positive
My sister made me a cake for my birthday! I wasn't expecting that at all,surprised,positive
My roomate just bought a brand new car. Its the exact same model that I wanted.,jealous,negative
A few years ago a SWAT team broke down the door to our apartment complex. I went and hid in the bathroom.,afraid,very negative
I got a hotdog lunch the other day with my last 5.95 and I dropped it while I was getting into my car.,disappointed,negative
I haven't had a girlfriend for a year.,lonely,negative
I knew as soon as I left the interview room that the job was mine. i was very secure with the answers i gave.,confident,very positive
I made a big mistake at work. I am afraid of the consequences.,apprehensive,negative
I went to take the trash out last night and there was a stray dog in my driveway.,afraid,very negative
I adopted an 8 week old kitten last week from the shelter. He will be apart of the family for a long time,caring,positive
I went to bed and found cat puke on my rug and stepped in it,disappointed,negative
I submitted a big budget proposal that was approved yesterday. I put in a lot of hard work and am happy with the outcome,proud,very positive
I got offered another job today... Not sure If I should take it. The pay is about the same.,apprehensive,negative
"I'm happy with my new diet, I don't feel hungry and have cravings like I usually do",content,positive
"My friend got an advance, signed copy of a book. That book was written by my favorite author.",jealous,negative
I could not believe I wont a raffle at my company last week. I usually never win!,surprised,positive
My son is learning to overcome his speech impediment.  He is working so hard at it.,proud,very positive
My friend planned a party for me without telling me.,surprised,positive
Just bought a lottery ticket because the pot is getting pretty big. I love buying these things because you get to go home and think about all the stuff you'd do with the winnings,hopeful,very positive
"Scratched someone's car in the parking lot today, bumped it a little with mine as I was pulling in. They were right there when it happened, too. There was a little damage... but they said to not worry about it, that they didn't want to get people involved. That was very nice of them",grateful,very positive
I start my new job on Monday. I almost feel like I am having second thoughts about it though.,apprehensive,negative
I recently watched Matilda again. It was my favorite movie as a kid.,nostalgic,positive
I took a stroll down memory lane with my best childhood friend last night.,nostalgic,positive
My old cat is very sick. We will have to put her down next week if she is not better.,sad,negative
I went to get an apple this morning and it was rotting. Completely ruined my breakfast.,disgusted,very negative
I got home for lunch and found a bat outside on my front porch.    ,terrified,very negative
when i repared my bicycle on my own ,proud,very positive
I live really far from my family. I have been missing them a lot lately.,lonely,negative
I showed my wife how to use a gun,caring,positive
"Two weeks ago my mom signed me up for a therapy session without telling me in advance. She never respects my time and assumes I sit in a room and stare into the empty void all day. This made me angry, and I almost impulsively refused to go but after a few hours on the advice of a friend agreed to let her help me.",annoyed,negative
"My son cheated on an exam in high school last year. I was disappointed when he told me, and I gave him the choice to come clean. I told him I wouldn't turn him in, that only he could decide that. He decided to tell the teacher what he did",proud,very positive
My husband and I recently decided to get a puppy but the nearest place we could find one available is 15 hours away! We decided that we would like to make the drive for him. When my husband told our neighbor about it he offered to drive with him since I have to stay home with our kids. We were so thankful for such a helpful neighbor!,grateful,very positive
when i let my neighbor borrow money. ,trusting,very positive
i was impressed when i saw this guy eat a 3 lbs burger and 1 lbs fries for a free t-shirt,impressed,very positive
I just won a bet against my friend while watching the horse races.,excited,very positive
I didn't feel well after I was told that I did not get the promotion I was expecting.,sad,negative
My son was not excited to go back to school because he enjoyed his summer so much. He decided to drop out of school.,disappointed,negative
"Hanging out with my friend Justin lately, he is becoming increasingly annoying to me. He is going through a depressed spell and doesn't want to do anything, complaining all of the time and not wanting to do anything I want to do. It is pessimistic for me and makes me feel frustrated when all he does is complain. He also makes excuses when I want to go out with him and do something.",annoyed,negative
A friend of mine won $1000 on a scratch off. The thing is I bought one to and won nothing. He is so lucky.,jealous,negative
My daughter was moved up a grade because she already knew all Information.,surprised,positive
My girlfriend has left town for the week and I miss her. It is annoying waiting for her return.,lonely,negative
I lost my debit card and someone emptied my bank account.,furious,very negative
I was furious to find out that my inlaws didn't respect my house rules. My husband and I specifically told them the rules and they purposely chose to ignore them.,furious,very negative
I went to Arby's for lunch today.  I was pleased with my meal.,content,positive
My nephew died yesterday.,devastated,very negative
My Grandma isn't doing well so I'm going to be going over every day to take care of her and cook for her.,caring,positive
I have to give a big speech tomorrow.  I am so ready for it.,prepared,positive
Someone backed into my trash can and knocked it over.,annoyed,negative
A friend called me I haven't seen in 20 years. We were best friends in high school.,nostalgic,positive
"When I was told i was selling my house, and getting a new job on the same day., ",content,positive
My neighbors dog won't stop barking at me.,annoyed,negative
I have been struggling to get by financially lately. My parents offered to help out with new clothes and school supplies for my kids. It was a huge help!,grateful,very positive
My wife and kids went to the beach this week and I miss the terribly.,lonely,negative
The airplane smelled like it had not been cleaned in months.,disgusted,very negative
I hate it when someone cuts me off.  I get really bad road rage,angry,very negative
I forgot to bring my towel to the gym,embarrassed,negative
I have been having horrible stomach pains and have followed everything my doctor said to do but nothing is helping.  I am worried that something is horribly wrong!,afraid,very negative
when my brother lied to me ,furious,very negative
I was so mad. My husband threw away an important document yesterday.,furious,very negative
I just got a new car last week. Today at work someone hit my car when I was at lunch.,angry,very negative
I am pregnant and so excited!,joyful,very positive
When out and started running a couple of miles in the morning before work. I feel so much better about myself when i run now even though i am over weight.,confident,very positive
When my family came to visit me for the holidays. ,surprised,positive
I just started got a new massage table and now I feel I have to find customer. i'm all in.,anxious,negative
I went home for the summer and my mum cooked for me,caring,positive
Waiting for an estimate on my roof repair. ,anxious,negative
"When working on a group project at work I came into contact with someone I was working with who just DIDNT take the TIME to READ the DIRECTIONS. Because of that, the project took too long and neither of us got paid for it. Made my blood boil.",angry,very negative
I saw this guy lifting 300 pounds with one arm....it was crazy!,impressed,very positive
when i forgot my money at the store! ,embarrassed,negative
my daughter had to come home and be cared for by me while she was sick,caring,positive
I ordered a new big screen and it comes in today. I finally get to get rid of this tiny TV I have.,excited,very positive
I'm scared of snakes,terrified,very negative
it was suprising to see someone eat a 3 lbs burger for a free t-shirt,surprised,positive
I am going to a concert soon. I have not been able to see live music in a while.,excited,very positive
I rescued a baby kitten that was left on my doorstep not too long ago.,caring,positive
My dog broke its leg this morning.,sad,negative
Got done with my first ever costume contest. I ended up winning second prize.,proud,very positive
I am really nervous about my court date on Monday.,anxious,negative
I saw my old room over the summer,nostalgic,positive
"I just got all the curriculum ready to teach both my kids this year.  Folders filled, binders ready, and books organized.  Let's start school!",prepared,positive
It's so irritating when my kids make a mess right after I cleaned up.,annoyed,negative
I got angry because my girlfriend cheated on me,angry,very negative
that i will win the lotto ,hopeful,very positive
i was happy when i got approved for a week off for a vacation!,joyful,very positive
My uncle had been complaining about his stomach hurting frequently. He had some tests done and from previous genetic testing done that showed he was predisposed to a high risk of cancer. So we all pretty much knew what was wrong with him. Hes doing better though.,prepared,positive
The hotel room had beg bugs.,disgusted,very negative
"I think I'm catching a cold, I hope it's nothing serious.",afraid,very negative
I don't want to sell my grandfathers old Cadillac,sentimental,positive
"I bought my kids a slap bracelet the other day, and it reminded me of buying them for myself when I was a kid.",nostalgic,positive
when i let my friend take my car ,trusting,very positive
I took the train to work the other day and it so crowded. I was feeling really claustrophobic. ,anxious,negative
My sweet Spring Spaniel died this past weekend.  I had him for 14 years.,devastated,very negative
My kitten managed a huge jump today that she hasn't made before. She looked quite proud of herself.,surprised,positive
"We have daily tests at work to make sure we are on target. I used to be bad at them, but now i am getting good at them.",confident,very positive
My boss called me a liar in front of the whole office last week.,angry,very negative
My cable company refused to send out a tech to fix my issue. Even though they admitted it was their fault.,furious,very negative
I haven't seen my family in months. I feel so far apart from them.,lonely,negative
I heard a noise last night and my boyfriend was sleeping. It sounded like someone got in and was walking toward the bedroom.,terrified,very negative
"I saw someone riding a unicycle the other day, it seems really hard.",impressed,very positive
I went travelling all around asia last year and i had to save up a vast amount of money beforehand to do so!,prepared,positive
I came home after a vacation and found my desk in a complete mess. I didn't want to deal with it and found out my parents were messing around in my room.,furious,very negative
I have been hired to help professors set up and grade for their classes. The interview process took a long time but I was sure I could get it.,confident,very positive
I am homesick at college,sad,negative
I found out my wife was cheating on me with another guy last weekend.  I couldnt beleive it when i found out,jealous,negative
My cat just knocked over the trash. She started digging in it.,disgusted,very negative
I had a fly in my house all day yesterday.,annoyed,negative
I heard there was supposed to be a rainstorm in the forecast today. I brought my umbrella and raincoat to work.,prepared,positive
I was so pleased with my son for playing flag football his first season. He's not very athletic.,proud,very positive
I am supposed to give a big speech soon. It is making me a little nervous.,apprehensive,negative
when my sister wears me clothes ,annoyed,negative
Last night my dog knocked over all of my figurines. He has never done that before.,angry,very negative
"I went to the bar the other night and a girl tried to get me to go home with her, but i didnt. because my wife would be mad",faithful,positive
"I went into my closet the other day thinking I had to go buy hangers, but I found a pack I had bought years ago and forgot about.",prepared,positive
I read a book I loved as a kid. It reminded me of an easier time.,sentimental,positive
Some man once offered me some candy when I was a kid. He had a big van and was driving around our neighborhood. we later seen him on the news because he got arrested.,terrified,very negative
I shattered a glass at a restaurant. i was mortified.,embarrassed,negative
I lost all my money in gambling.,sad,negative
I thought I was going to get a tax refund this year.,disappointed,negative
I just moved into my new house and we got everything unpacked. It's starting to finally feel like a home. It feels very nice.,content,positive
My pet parrot died this week.,sad,negative
I had to leave home for college.,sad,negative
My ex girlfriend just had her first kid.  Its so weird to see that.  She got pregnant right after we broke up,jealous,negative
I look after puppies at the animal shelter on the weekend. They were abandoned and need a lot of love,caring,positive
Someone backed into my truck and broke the tail light.,angry,very negative
When it was my birthday and no one noticed or said anything I felt awful.,disappointed,negative
My neighbor had a party this weekend.  When I woke up the next morning there was trash all over my yard,furious,very negative
I get really nervous when I have to confront someone and be assertive.,anxious,negative
"I just applied for a new job.  After the interview, I'm very optimistic that I will get the position",hopeful,very positive
I'm looking forward to relaxing and watching TV once I get home. I've got no chores to do today.,content,positive
I was so upset when my girlfriend broke up with me.  I was so in love with her.  What can i do to get her back,devastated,very negative
I managed to lose a lot of money through leaving it on the train,ashamed,very negative
"It's really stormy right now. I keep glancing outside my window, hoping it doesn't get worse. I sure wouldn't like to see a tornado.",afraid,very negative
"Although I'm having a difficult times in life right now, I always have faith that God will provide for me a blessing.",hopeful,very positive
"when i was pregnant with my 1st child, the girls at work threw me a secret baby shower.",surprised,positive
"Went to trim my beard today. Trimmed a little too much on one side, had to even it out on the other. Did that like four times on accident, and now I trimmed my beard so much more than I wanted to, and I look dumb. ",annoyed,negative
"When I was in nursing school, I lost my patient's necklace before her surgery. I felt terrible!",ashamed,very negative
My best friend didn't invite me on a road trip last weekend. They went to a nice beach and I have no idea why he didn't call me.,disappointed,negative
My life is just great right now. I couldn't ask for anything more.,content,positive
My car was parked in a street spot last night and someone hit it.  They didn't leave a note or anything.  Now my insurance company is trying to tell me it's an at fault accident,furious,very negative
"We're refinancing student loans, buying a house, and my wife is getting a new job.",anxious,negative
my old babysitter from when I was younger messaged me on Facebook.  Were going on a date this weekend,surprised,positive
I went to church this past Sunday and the most horrible thing happened.  I called my pastor by the name of the old pastor!,ashamed,very negative
I put in an offer on a new house today.,hopeful,very positive
"I have to get surgery tomorrow morning. I am getting my wisdom teeth taken out, and I am pretty nervous about it.",anxious,negative
I wa just going through some of my old things at my parents house. I cam across my old school uniform. I did not want to get rid of it.,sentimental,positive
Before I used to be complacent and settled for my mediocre life.  Now I'm always striving for better,content,positive
We went to see The Meg yesterday.  Now I'm terrified of the ocean again.  Way to go LOL!,afraid,very negative
I was out for a run last night and I had to use the bathroom.  I went over to some bushes to pee and then someone saw me.  I cant believe i got caught,embarrassed,negative
I watched thus movie called Sinister and it really freaked me out.,terrified,very negative
I went to my nephews basketball game and he was the highest scorer on the team. I had no idea he was that good.,impressed,very positive
"I remember when I was a child and I was told that I would need glasses in order to be able to see the whiteboard in the classroom and do good in school. I was so upset because I felt that the glasses made me look ugly. I was so upset. However, my classmates really made me feel better about it.",devastated,very negative
I didn't wear a belt today and my pants fit pretty loose... They pretty much fell down while I was at work today.,embarrassed,negative
Im am starting my new job on Monday! I cant wait to get started.,excited,very positive
"Boy is it hard to be alone sometimes, this past weekend I feel like I went through every emotion.",lonely,negative
I am so happy to have 3 healthy children.,grateful,very positive
"Super happy I had some funds to today to get some new clothes! Well sort of new, new from the thrift is my favorite way to go :) Best brands and 80% off.",grateful,very positive
I have a big exam coming up. I have attended all of the study sessions and reread all the chapters.,prepared,positive
I was on short term disability for a severe illness and the doctor said something that stopped my disability early and I didn't know so I had to pay back hundreds. Evil system.,furious,very negative
When I was younger I used to be scared to go into the basement.  After I saw the home alone movies,afraid,very negative
"After I applied for a job and had an interview, I was hopeful that I would get an offer as I really wanted the job.",hopeful,very positive
I couldnt believe that I asked my girlfriend to marry me and she said no.  I was heartbroken,disappointed,negative
"Today has been a hard day! Partner is away at therapy for?? Goodness knows when..and he was a bit cranky yesterday, so that makes me feel even more alone.",lonely,negative
My daughter came home to surprise me by staying for a week before school! It was wonderful!,surprised,positive
I was at an outdoor party last weekend. I got drunk and fell into the pool in front of everyone.,embarrassed,negative
A gal my sister knew works in a thrift store I like and today I just didn't feel good and didn't feel like talking to her. I felt bad because she still gave my mom a discount and a discount on my stuff.,embarrassed,negative
I have been flirting with this girl at work for the past few weeks.  I think she really likes me.  Im going to ask her on a date,confident,very positive
"I have a lot of nerves today! I am sick a lot in my health and I can't seem to figure out what sets off my fibro a lot, it gives me anxiety and depression and I am just so overwhelmed with it I don't know what to do anymore!",anxious,negative
The rain flooded my farm.,devastated,very negative
My friend won the big screen TV at the work raffle. He only put one ticket in there. I put all twenty of mine. That kind of bothers me.,jealous,negative
I have been tutoring my nephew in math. He brought back an A on his lat test. I am so happy for him.,proud,very positive
I once stole 50 bucks from my brothers wallet. End up he was using it for a date and the girl didn't ever call him back.,guilty,very negative
I came home from grocery shopping to find that my husband had cleaned the entire house up and started dinner.  I was amazed.,impressed,very positive
My computer software is being used in a lab,proud,very positive
I'm pretty impressed at my uncanny ability to save money.  I used to be terrible with it but now I've honed the skill,proud,very positive
When I see little girls around town the past week it makes me remember mine and feel sad but happy. I am happy for them..sad mine didn't make it.,sentimental,positive
I came home to find that my sister got a dog for me.,surprised,positive
i was so very happy when my son came home from the navy i felt so happy i was so i can not use the word but it was the best,impressed,very positive
"I have my first cage fight coming up. I thought that I'd be a lot more anxious than I am, but I'm ready for this fight.",prepared,positive
Came home the other day and my dogs were happy to see me. I then go into the living room to find the couch ripped up.,annoyed,negative
I rented Thor: Ragnarok recently and was really let down.  It just wasn't what I expected.,disappointed,negative
"Just heard the Steve Winwood song ""Higher Love"" and I was jammin out cuz I remember my mom playing it over and over during our old road trips...made me miss her",nostalgic,positive
I came home from vacation and my fridge was rotting.,disgusted,very negative
I met this girl on an online dating site.  We are going on a date on saturday.  I think it is going to go well,confident,very positive
I encountered a situation that was unexpected. I found out that my coworker was actually stealing from the company. They haven't been caught though.,surprised,positive
I was walking home from the store and I saw a little cat trying to cross the road. So I stopped and helped it along! I felt so good!,caring,positive
Everytime I see little boys teasing/flirting with my 14-yo cousin I post up on her status and tell them to F**K off and they get scared every time haha...I'm not trying to be mean but someone needs to protect her,caring,positive
I found out that my girlfriend was cheating on me with my friend.  I cant look at either of them right now.  Im sick,disgusted,very negative
I am feeling really good about my performance review at work. I have been killing it this year.,confident,very positive
I walked by my trophy case of super bowl rings with my old buddy the other day.  I could vividly picture throwing all those touchdown passes in the super bowls.,nostalgic,positive
I came home from vacation and found some stuff was stolen,devastated,very negative
I used to think that hobos were mystical and wise for some dumb reason...I would listen to their stories and believe everything they said...now I take everything I hear from a person broker than me with a grain of salt.,trusting,very positive
I've been calling my coworker the wrong name for the past three months. They finally decided to say something about it today. The worst part is I wasn't even close with the name I had been calling them. They're so nice and I felt so bad,embarrassed,negative
"I was at the store and I saw a 5$ bill on the ground, I was so happy!",joyful,very positive
I am so pleased with the way things are right now. I see no need to change anything.,content,positive
I finished my favorite show a few days ago. I was really angry but happy at the same time,sad,negative
"Our car was broken in too when we were asleep! I have cameras but need to get cords and figure out how to set them up! Makes me mad they weren't yet, however even when police have videos here, they don't do anything about it anyway! So ready to be out of this neighborhood",furious,very negative
I feel bad I didn't get as much accomplished in the past week as I should!,guilty,very negative
I FINALLY get my lawn mower fixed on thursday..and I am strangely excited to use it and have my yard nice again!,anticipating,positive
I have a three month trip planned starting in September. I have been counting down the days until I leave.,anticipating,positive
I am always the man and I repeat it as a mantra.  When someone tries to get me down I just harden up and remember that I'm probably smarter than them and do my own thing anyway,confident,very positive
I have been preparing for my job interview tomorrow. I think I am going to knock it out of the park.,confident,very positive
I got pulled over for speeding the other day.  I know I wasnt speeding because I had my cruise control set.  Im so mad,angry,very negative
My friends mother died last week. I stayed at his place for a while to chill and make sure he was ok.,caring,positive
I just came to college and miss all my friends.,lonely,negative
"I'm not perfect but I'm always confident that no matter what I do, the only person who knows what's best for me is ME and no one else.  For that I'm grateful and always know I'm the man",proud,very positive
There has been this sinkhole in my yard since the hurricane hit last year and it is the cities responsibility to take care of it. I called it in about a week after the hurricane and it is almost a year since then. Yesterday someone came out and marked it with flags and Im certain that means they will begin to work on it soon. ,hopeful,very positive
Planning to go travelling around the world,excited,very positive
"I have SO much to get done around here before summer ends, I am feeling positive about getting it done even through pain.",confident,very positive
"I was hanging out with some friends and my ex wanted me to come over, but i didnt because my wife would be mad",faithful,positive
"I am figuring out my health issues, I feel through lots of research..I am getting things solved and finally feeling better.",confident,very positive
"I was on a scientific mission to mars when a massive sand storm hit.  Yeah my crew thought I was dead, and they left me behind.  Really sucked.",devastated,very negative
My dog has cancer. The surgery did not fix it so we have to put her down.,sad,negative
My neighbor had her home broken into last week and was scared to stay by herself after the robbery.  We let her stay with us for a couple of nights.,caring,positive
i was upset when i had to my sons game,sad,negative
My mom dog does not want to leave her cage even to go potty. It's getting on my nerve a bit to have to take all my strength to drag her out everyday. Phew :( Good for my arm muscles I guess,annoyed,negative
I went out to eat at what used to be my favorite restaurant last weekend. The service was terrible and the food was gross.,disgusted,very negative
My car just got stolen last night! I'm so furious!,angry,very negative
I found pictures from my prom the other day.  I reached out to my ex and we talked about the old days,sentimental,positive
"I was a dog on the side of the road that got hit by a car, and I was so sad",sentimental,positive
"I was walking home one night and I saw some guy standing next to a wall, luckily he didn't have any bad intentions. I was freaked out",afraid,very negative
My daughter was in a ballet recital. They looked and danced so beautifully. I was very impressed by her. ,proud,very positive
I ordered a meal from a restaurant yesterday and it had a hair in it!,disgusted,very negative
My mother died yesterday it was just so sudden. I am just a mess right now and can't believe it's happening.,devastated,very negative
My best friend is moving far away. I am going to be so miserable.,sad,negative
I spent a 4 hour roadtrip with my wife playing on her phone the hole time.  It was aggravating to me because i needed someone to keep me occupied while driving,annoyed,negative
I just applied for a job. I'm really nervious about them not hiring me.,apprehensive,negative
I got hit on by my ex the other day.  I felt bad because I didnt want my girlfriend to know that I liked it,guilty,very negative
it was suprising to see a guy eat a 3 lbs burger the other day,surprised,positive
